,Mean Variance,PSD Delta,PSD Theta,PSD Alpha,PSD Beta,PSD Gamma,Label
42,5.638265527171125e-09,9674.898763915424,434.84478122531164,72.9134167974883,104.33111523973386,161.46313218956774,0
43,1.4442522190552636e-09,3948.6257062363343,383.7778936536277,66.92369163798753,53.67737524915832,40.91574384122556,0
44,1.0493516319795418e-09,7863.459273879023,412.56221004131515,86.70456687003548,60.59136437929719,88.35838816719816,0
45,1.446120338402638e-09,5045.864307290286,506.7824835502577,92.06959091184977,109.21365238731123,134.42014972206613,0
46,8.735956622403521e-10,8430.20874448588,577.265640810617,74.68540317723256,51.24147756473158,41.94169782905451,0
47,5.370465952951517e-09,7359.8366885161195,384.519291908701,91.10862386736669,108.59658824856095,125.6237001548608,0
48,3.5619628845694176e-09,3638.071619996219,219.17371954261773,51.05053603872767,106.55553834742544,167.4489011447694,0
49,8.576782660423826e-09,4350.1090076821665,297.4043551935974,47.85655522557295,79.08025342004545,79.76576997671799,0
50,1.426819319244609e-09,6992.808500372657,455.82748086497963,75.72319783756865,52.120536152022645,52.2311292949533,0
51,2.9241476622844247e-09,7737.757033007066,337.4050133405612,57.494248778737656,57.959850731390716,46.48279730914686,0
52,1.5553507827245348e-08,5668.0117645787195,397.1582321680422,79.5552136414249,127.4339588095045,114.23625753478115,0
53,1.068670991387254e-08,5455.192067970064,170.61555798955038,47.98366835490721,63.951684682879545,61.92490544905975,0
54,7.409808374923989e-09,5358.762083176966,250.7854119443101,62.752902511309394,77.01731019517277,84.68135766805601,0
55,1.4443545649324354e-08,6701.640021504049,358.26303189756965,63.84387367629685,38.912181238169296,36.27550412320698,0
56,8.832672756612923e-09,3223.7702944872804,238.33243636081414,49.810419261383245,35.767089232935966,28.069828459270106,0
57,1.9877649524344667e-08,4553.121707003824,347.43462508060264,73.2373281384268,79.65735801542532,76.24066809057031,0
58,1.8424816505497827e-08,2222.477464951454,260.8258728300757,63.04406666629642,61.316660500507844,55.21235869094009,0
59,9.641646010130345e-09,3546.1948872424487,268.47171534385893,54.030565340841065,74.41035550864048,76.88722854366091,0
60,6.203244344922064e-09,6035.578999112491,312.0792507364043,97.20913284408512,218.14407478001635,292.77010335148015,0
61,7.783548182481812e-09,656.1921997968939,149.20346751798945,28.99101699442243,46.83780583946631,32.887901821402934,0
62,7.371465576482336e-09,411.8459006305323,107.96189727879478,23.801104605600962,41.919369471143,28.71119529702763,0
63,4.945985445915161e-09,4242.706850684072,304.837722381718,67.29692572025441,93.77510394438144,102.83075468534041,0
64,3.7705769661988106e-09,2666.0716849749865,273.33216165021,59.96958142667749,67.11229462169777,61.236575093959,0
65,2.8323778450583257e-09,7175.935661799188,452.55728554803915,73.29731705847206,50.70651422503686,29.929035737712265,0
66,5.0652511337752005e-09,3101.668161563796,218.25519608422286,55.3733202304865,106.54621910498972,77.3671052680894,0
67,7.894677642337701e-09,5357.324649754487,206.1056788352501,58.45744152788463,33.032362698962906,20.552513459357947,0
68,9.867086491111702e-09,11402.00601715832,707.3327127457558,140.56884871824303,103.97128108344492,90.37029042893906,0
69,1.5408455779276864e-08,9794.556568157208,540.861376314596,342.93447303455787,147.57930593078498,57.13165390772649,0
70,4.0150552896301505e-09,3451.656278717334,225.3089397935067,88.82599765166364,71.54933326548239,57.01700727680818,0
71,9.31653714766232e-09,5114.2980254831655,366.0189356264334,47.98242866700694,35.045443269965894,31.018788453500875,0
72,6.51130877353063e-09,1870.9783491922665,156.02723740921738,39.1161705641636,25.064408497050447,20.13673231753636,0
73,6.253560191855165e-09,7505.244445178871,438.0994356582575,73.0221060672665,47.55935047990209,30.63365012257688,0
74,9.773347988403448e-09,3202.663827199003,222.39575713216598,57.06989998511614,69.63595428538304,75.24980315125873,0
75,8.118564351919412e-09,9692.382569967473,341.9007901731918,78.5264699436182,53.43989313410026,46.79560654280604,0
76,1.208093709179992e-08,8729.505213320479,551.4698911672856,137.38133874675006,213.59263850878585,231.14338047711425,0
77,2.013470082458115e-08,2267.301115906348,302.33419235423605,95.95746799566182,110.33158379020844,126.30457197609628,0
78,8.855686573933507e-09,6856.195420404778,497.3219680781246,99.83821933392744,114.83261227574677,89.38239626976524,0
79,2.5407095586886737e-08,4896.619289308374,330.28518785949825,67.26482275090028,43.51897507037767,24.661707060820014,0
80,1.4284043943162117e-08,10801.369460202137,941.9329208122017,185.008008370568,110.58589908272228,81.91610103481723,0
81,1.552906557672927e-08,6483.984005342893,860.6662675861522,218.28832511484055,337.5032199975936,310.84483603877743,0
82,1.3840999434636255e-08,6961.134067618394,614.7116341031978,111.49040428491051,112.02397480716135,119.1890612111446,0
83,1.1345603465441996e-08,5858.558225652038,453.0686958145933,97.44537461225592,109.3683398944129,89.63251406288842,0
84,8.103131875516214e-09,4658.16052316114,265.780097313372,62.53822813842364,110.52161458311724,126.41421809827295,0
85,3.475638266508117e-09,6096.2290805480625,661.3775205163082,144.9198510068912,142.5463589435054,109.28152825387194,0
